avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,binnedInc_mean,State_encode,Geography,binnedInc,County,State
68.0,33.0,214.0,456.2,32734.0,11094.0,27.4,0.0,40.6,38.2,43.6,2.39,51.6,25.1,32.8,32.8,9.2,42.1,9.2,47.5,9.4,46.5,33.958458782391325,25.2,49.3,32.2,60.59253971,28.95770123,0.0,9.07549527,46.67246629,5.141916907,28429.05,200.0906666666667,"Bradley County, Arkansas","[22640, 34218.1]",Bradley County,Arkansas
27.0,15.0,202.4,364.5,39493.0,5229.0,18.0,0.0,44.9,40.7,47.0,2.4,55.7,9.4,49.3,36.08684617836917,3.9,49.3,7.3,51.4,7.2,57.1,41.0,36.4,41.8,22.3,76.39656816,22.17349857,0.209723546,0.057197331,53.92941176,3.101503759,38888.25,200.0906666666667,"Calhoun County, Arkansas","(37413.8, 40362.7]",Calhoun County,Arkansas
146.0,66.0,167.6,380.4,36964.0,27704.0,17.9,0.0,44.2,43.7,44.9,2.49,56.1,23.0,45.9,47.457775849490616,4.2,35.0,10.5,51.9,6.2,54.4,37.9,32.0,43.8,24.3,94.36222182,0.564501538,0.383571558,0.933598697,54.6597431,6.345497034,35815.95,200.0906666666667,"Carroll County, Arkansas","(34218.1, 37413.8]",Carroll County,Arkansas
63.0,38.0,229.0,403.9,29541.0,11027.0,32.1,544.1189807,43.4,40.6,46.0,2.36,44.9,16.7,38.3,34.775491926465946,2.3,44.6,8.0,43.50611695966371,11.5,40.4,36.52799317114676,22.7,56.4,38.0,42.82568484,53.91526469,0.27305558,2.017087994,41.81254155,9.349593496,28429.05,200.0906666666667,"Chicot County, Arkansas","[22640, 34218.1]",Chicot County,Arkansas
104.0,46.0,170.4,401.9,38504.0,22633.0,21.5,0.0,34.0,32.6,35.6,2.28,43.1,4.9,13.0,29.65587358158138,5.8,33.6,14.1,51.8,8.4,65.3,48.7,43.2,35.9,19.1,73.33743572,23.91543229,0.835128126,0.49228605299999995,44.1308605,3.697749196,38888.25,200.0906666666667,"Clark County, Arkansas","(37413.8, 40362.7]",Clark County,Arkansas
76.0,27.0,137.6,398.5,35049.0,13170.0,25.0,0.0,44.9,43.8,47.1,2.37,48.3,17.4,43.1,35.631946109585606,2.8,36.8,7.4,40.4,13.6,56.0,39.9,34.3,44.8,24.2,55.89399029,43.30720418,0.0,0.014930944,45.20179372,4.317548747,35815.95,192.72857142857143,"Choctaw County, Alabama","(34218.1, 37413.8]",Choctaw County,Alabama
98.0,54.0,228.7,433.2,33826.0,15109.0,19.9,0.0,43.8,42.8,45.5,2.31,52.3,18.4,48.9,35.55050158099989,1.8,43.8,7.5,50.2,9.5,53.8,36.1,29.6,46.8,25.5,96.37012987,0.363636364,0.090909091,1.285714286,48.75207987,8.81166615,28429.05,200.0906666666667,"Clay County, Arkansas","[22640, 34218.1]",Clay County,Arkansas
189.0,83.0,188.5,460.8,40555.0,25467.0,15.2,0.0,47.1,46.1,48.8,2.5,57.0,15.9,47.6,26.913163220815353,3.8,39.2,10.6,45.5,10.2,58.6,38.7,28.9,44.1,21.6,97.20353156,0.51728832,0.280035782,0.260588853,55.42975288,4.101603165,41543.55,200.0906666666667,"Cleburne County, Arkansas","(40362.7, 42724.4]",Cleburne County,Arkansas
51.0,18.0,163.4,462.3,43201.0,8311.0,16.6,0.0,42.4,41.6,42.9,2.53,58.2,21.1,27.2,39.615718743660295,2.5,44.8,10.8,47.8,9.7,59.5,44.5,39.3,42.3,24.7,86.70975323,10.98707403,0.105757932,0.17626322,58.39832034,3.533190578,43962.7,200.0906666666667,"Cleveland County, Arkansas","(42724.4, 45201]",Cleveland County,Arkansas
120.0,62.0,210.0,414.9,37495.0,24114.0,24.1,0.0,36.0,33.7,37.6,2.37,47.2,10.9,19.9,34.59729933661529,7.3,38.2,13.3,53.3,10.1,60.5,46.5,39.9,38.8,22.6,60.04850578,35.59419575,0.702922679,1.623710281,47.35854955,6.776379477000001,38888.25,200.0906666666667,"Columbia County, Arkansas","(37413.8, 40362.7]",Columbia County,Arkansas
120.0,47.0,167.2,443.9,42348.0,21019.0,18.3,47.57600266,40.7,38.9,42.4,2.49,54.2,15.6,41.8,32.645780555251875,4.2,42.1,11.1,49.5,8.1,58.3,43.5,37.1,42.3,24.3,85.40975841,12.03694931,0.052108006,0.222643297,49.95216455,5.789245447000001,41543.55,200.0906666666667,"Conway County, Arkansas","(40362.7, 42724.4]",Conway County,Arkansas
374.0,187.0,191.0,387.1,42851.0,104354.0,22.3,402.47618680000005,33.5,32.2,35.1,2.52,48.5,7.8,26.9,52.61760301029436,10.7,32.8,16.1,57.6,7.5,58.2,45.5,38.0,37.8,23.7,81.33203167,13.66742597,1.233618318,1.059077597,46.27621114,5.052358022,43962.7,200.0906666666667,"Craighead County, Arkansas","(42724.4, 45201]",Craighead County,Arkansas
296.0,134.0,195.3,439.8,43466.0,61703.0,16.6,0.0,38.8,37.9,39.8,2.58,58.0,15.7,46.0,36.6,1.6,38.7,10.1,52.5,7.9,57.4,44.9,40.1,38.5,24.0,90.93897778,1.13202047,1.65349485,1.196799896,56.79732758,5.975420257000001,43962.7,200.0906666666667,"Crawford County, Arkansas","(42724.4, 45201]",Crawford County,Arkansas
190.0,117.0,242.9,389.9,35455.0,48963.0,27.3,0.0,34.6,33.4,35.4,2.67,40.3,17.0,39.7,32.92384046179078,4.0,36.3,11.7,54.6,9.9,52.0,42.6,37.6,42.1,29.6,45.5681704,50.8509997,0.630965538,0.8178438659999999,38.614562899999996,7.9471769729999995,35815.95,200.0906666666667,"Crittenden County, Arkansas","(34218.1, 37413.8]",Crittenden County,Arkansas
93.0,51.0,230.9,433.4,38597.0,17284.0,22.3,0.0,40.1,38.5,41.8,2.49,53.0,16.4,55.1,21.6,6.8,45.8,9.1,52.0,8.6,54.2,42.3,37.3,42.9,27.5,74.87261693,23.02627812,0.618308811,0.223278182,49.56634866,3.788634098,38888.25,200.0906666666667,"Cross County, Arkansas","(37413.8, 40362.7]",Cross County,Arkansas
53.0,28.0,250.0,472.7,34018.0,7604.0,21.0,0.0,43.4,41.4,45.3,2.26,52.3,22.1,43.5,34.97514118321853,0.6,50.5,9.4,48.6,8.3,55.1,37.21606500306206,36.3,44.5,24.9,55.42704626,41.21759024,2.249618709,0.6863243520000001,46.49014778,1.704199635,28429.05,200.0906666666667,"Dallas County, Arkansas","[22640, 34218.1]",Dallas County,Arkansas
146.0,63.0,194.0,453.8,36620.0,24675.0,24.9,0.0,41.1,40.0,42.3,2.57,45.5,23.5,55.9,35.63799104965821,1.1,43.9,8.4,40.5,19.4,56.0,38.60885580936721,36.7,43.2,24.3,53.5580375,45.25727962,0.358994815,0.095731951,46.62232384,2.570564516,35815.95,192.72857142857143,"Clarke County, Alabama","(34218.1, 37413.8]",Clarke County,Alabama
73.0,31.0,186.9,455.6,33028.0,11965.0,27.3,0.0,39.4,39.5,39.3,2.33,44.2,21.4,45.8,32.3,0.5,40.4,7.5,45.2,17.7,44.0,30.1,25.2,52.5,32.7,49.88286614,48.05719363,0.056547379,0.807819695,38.22078907,5.6219255089999995,28429.05,200.0906666666667,"Desha County, Arkansas","[22640, 34218.1]",Desha County,Arkansas
98.0,42.0,190.6,455.8,36801.0,18778.0,24.0,0.0,37.5,34.1,39.3,2.43,50.7,4.8,25.0,62.4,7.7,35.5,13.6,48.7,14.3,54.0,42.2,33.6,40.6,26.0,68.09498399,28.788687300000003,0.266808965,1.659551761,50.42384468,4.350706714,35815.95,200.0906666666667,"Drew County, Arkansas","(34218.1, 37413.8]",Drew County,Arkansas
455.0,173.0,174.0,449.0,51436.0,121552.0,14.7,0.0,31.6,31.1,32.1,2.65,49.0,8.7,23.8,51.37184923489848,10.9,30.6,18.0,61.0,6.6,69.0,65.39829794760317,44.6,29.0,16.4,84.09626036,11.30187778,1.271126082,1.045725346,51.07628923,4.772020566,52796.0,200.0906666666667,"Faulkner County, Arkansas","(51046.4, 54545.6]",Faulkner County,Arkansas
92.0,48.0,201.6,396.3,40404.0,17702.0,17.5,0.0,40.4,39.2,41.6,2.58,55.1,20.6,40.6,41.364949622283305,1.4,40.4,8.0,46.7,11.0,55.8,43.8413107442253,36.7,42.9,26.4,94.81137356,0.912347476,0.291055636,0.10634725199999999,54.21580189,7.574180115,41543.55,200.0906666666667,"Franklin County, Arkansas","(40362.7, 42724.4]",Franklin County,Arkansas
78.0,35.0,175.0,394.1,33347.0,12204.0,22.6,0.0,48.0,46.4,48.7,2.27,62.2,19.8,42.9,36.2,1.0,43.0,7.3,44.9,7.6,55.7,37.1,29.5,48.6,25.6,96.96498691,0.122709424,1.505235602,0.0,58.26415094,8.096280088,28429.05,200.0906666666667,"Fulton County, Arkansas","[22640, 34218.1]",Fulton County,Arkansas
665.0,292.0,196.4,464.4,40621.0,97177.0,18.7,421.91053439999996,44.1,42.4,45.6,2.35,50.9,17.1,34.8,43.6,4.5,32.2,13.2,50.2,9.2,56.3,37.6,30.2,44.6,23.6,85.25692596,8.349320296,0.63122718,3.033397281,47.04144949,3.943233157,41543.55,200.0906666666667,"Garland County, Arkansas","(40362.7, 42724.4]",Garland County,Arkansas
106.0,39.0,190.5,502.9,46067.0,18102.0,13.3,0.0,39.6,39.2,40.4,2.61,57.9,12.1,42.9,38.7897398624494,3.6,43.1,11.4,52.7,9.4,67.7,52.1,46.7,35.9,19.5,93.82408331,3.799711975,0.542815996,0.37664783399999996,59.25061962,5.539429124,46611.3,200.0906666666667,"Grant County, Arkansas","(45201, 48021.6]",Grant County,Arkansas
197.0,94.0,194.5,414.1,42572.0,44196.0,16.3,0.0,38.3,37.1,39.5,2.56,53.1,20.5,40.2,39.22981310077472,3.5,43.1,10.2,52.0,9.0,58.7,42.040444154198525,37.7,41.1,23.6,96.22193536,0.917431193,0.133696003,0.786040293,53.29097231,5.73167141,41543.55,200.0906666666667,"Greene County, Arkansas","(40362.7, 42724.4]",Greene County,Arkansas
102.0,50.0,185.0,380.6,33136.0,22084.0,24.4,0.0,39.1,37.6,39.8,2.81,45.3,26.3,38.3,41.134376101143936,4.6,38.0,7.7,51.0,7.9,48.2,35.8,30.3,44.6,30.3,65.41905444,29.81733524,0.026862464,2.001253582,46.37607056,6.208291203,28429.05,200.0906666666667,"Hempstead County, Arkansas","[22640, 34218.1]",Hempstead County,Arkansas
174.0,83.0,200.3,422.1,37831.0,33426.0,18.7,0.0,40.9,38.8,42.5,2.59,52.7,13.9,38.1,38.46666288606482,2.9,42.1,8.5,49.5,7.6,58.1,40.0,35.7,43.2,23.5,85.80561892,11.65506063,0.150078041,0.252131108,52.96638102,3.9064727689999996,38888.25,200.0906666666667,"Hot Spring County, Arkansas","(37413.8, 40362.7]",Hot Spring County,Arkansas
87.0,36.0,190.8,477.4,35940.0,13555.0,19.5,0.0,43.8,43.2,45.1,2.45,52.3,18.9,40.0,37.456746220533255,3.4,36.3,5.8,47.4,9.4,60.3,40.6,34.2,42.5,21.6,81.73893773,14.50099727,0.0,1.418334934,50.80273113,5.245114844,35815.95,192.72857142857143,"Clay County, Alabama","(34218.1, 37413.8]",Clay County,Alabama
71.0,37.0,220.6,434.6,37336.0,13300.0,18.8,0.0,38.6,38.2,39.3,2.65,48.0,22.5,21.7,42.06503609898305,5.4,33.5,9.5,54.2,8.5,51.6,37.406152586552786,32.9,42.4,26.7,67.66506824,21.80007377,0.022132055,9.111029141,47.25688255,5.693717277,35815.95,200.0906666666667,"Howard County, Arkansas","(34218.1, 37413.8]",Howard County,Arkansas
196.0,77.0,170.1,438.6,41085.0,37052.0,18.6,0.0,38.7,37.5,40.3,2.52,53.2,11.8,30.9,36.25468975290222,5.3,38.9,10.4,52.5,6.9,57.6,44.1,38.0,40.3,23.9,94.40625677,2.054016021,0.8686945229999999,0.495237064,51.58730159,4.404237591,41543.55,200.0906666666667,"Independence County, Arkansas","(40362.7, 42724.4]",Independence County,Arkansas
93.0,42.0,184.1,420.0,32744.0,13445.0,22.0,0.0,48.1,45.9,50.4,2.28,56.7,21.5,36.5,38.022097592046734,0.2,40.0,8.1,40.8,10.0,53.1,38.31631249687635,28.9,49.3,26.6,96.96587537,1.201780415,0.21513353100000002,0.400593472,55.21715624,4.812157028000001,28429.05,200.0906666666667,"Izard County, Arkansas","[22640, 34218.1]",Izard County,Arkansas
119.0,52.0,233.0,532.1,32427.0,17338.0,25.1,0.0,41.0,40.2,42.1,2.25,41.5,19.2,45.2,33.73999435947822,5.2,45.3,6.1,38.6,7.9,49.5,35.5,30.5,48.8,29.5,79.58742968,17.33818264,0.2159459,0.636472126,40.52689699,5.670985089,28429.05,200.0906666666667,"Jackson County, Arkansas","[22640, 34218.1]",Jackson County,Arkansas
435.0,175.0,204.1,502.1,35927.0,71565.0,26.8,27.94662195,38.5,36.3,40.4,2.41,40.0,13.0,33.2,62.1242143274054,3.6,38.7,11.5,48.3,11.2,56.5,41.5,35.4,44.2,27.1,41.5007886,55.58410834,0.80763583,0.697503671,38.21259647,4.8069022189999995,35815.95,200.0906666666667,"Jefferson County, Arkansas","(34218.1, 37413.8]",Jefferson County,Arkansas
116.0,52.0,176.9,395.3,34923.0,26141.0,19.7,0.0,38.1,36.9,39.0,2.5,54.6,17.2,38.5,40.7,3.6,41.1,11.5,51.1,6.2,57.9,44.4,38.5,39.6,23.8,91.89355958,1.9166988040000001,0.979560355,2.209795604,54.00059341,8.562113933,35815.95,200.0906666666667,"Johnson County, Arkansas","(34218.1, 37413.8]",Johnson County,Arkansas
39.0,22.0,195.2,364.1,32225.0,6996.0,27.5,0.0,45.0,43.3,46.4,2.52,41.5,15.4,44.4,40.85814301838984,6.5,43.3,9.4,42.7,12.5,49.6,36.556497299902134,25.5,48.0,26.9,60.88033012,38.19807428,0.247592847,0.041265475,41.97879859,3.516921035,28429.05,200.0906666666667,"Lafayette County, Arkansas","[22640, 34218.1]",Lafayette County,Arkansas
102.0,51.0,213.5,442.5,34916.0,16779.0,23.0,59.59830741,41.1,38.9,42.9,2.45,48.9,14.1,26.0,24.920118163726038,4.0,42.7,8.3,47.9,6.9,50.9,35.5,30.9,47.1,27.7,97.29872569999999,0.89846732,0.076340361,0.035234013,47.86439665,5.841924399,35815.95,200.0906666666667,"Lawrence County, Arkansas","(34218.1, 37413.8]",Lawrence County,Arkansas
50.0,29.0,217.6,382.4,28006.0,9650.0,39.3,0.0,40.6,37.9,44.7,2.34,34.4,13.9,44.4,39.77668230384969,0.0,39.5,5.5,35.2,17.3,39.9,29.0,24.0,53.7,34.7,42.7252659,56.41180012,0.040136464,0.491671684,38.91816921,12.36017897,28429.05,200.0906666666667,"Lee County, Arkansas","[22640, 34218.1]",Lee County,Arkansas
61.0,29.0,194.4,402.4,37644.0,13820.0,29.0,0.0,37.5,36.3,41.3,2.43,37.2,29.3,47.9,29.698295807128225,2.8,48.0,6.5,31.2,14.2,50.4,36.8,32.1,46.4,30.1,66.56947803,31.06954914,0.0,1.479163704,49.38118812,8.022922636,38888.25,200.0906666666667,"Lincoln County, Arkansas","(37413.8, 40362.7]",Lincoln County,Arkansas
85.0,38.0,196.0,460.7,40418.0,15018.0,17.0,0.0,41.3,41.0,41.5,2.57,56.7,18.7,42.1,30.404960124581002,6.9,38.3,6.9,51.1,8.3,59.9,42.6624382600991,38.8,40.4,22.0,93.97413678,2.94627383,0.353286229,0.566591121,55.86911357,4.221954162,41543.55,192.72857142857143,"Cleburne County, Alabama","(40362.7, 42724.4]",Cleburne County,Alabama
68.0,36.0,205.5,392.5,37691.0,12472.0,18.2,0.0,41.7,38.5,43.1,2.39,49.1,9.5,37.5,42.3,10.6,40.6,7.1,47.3,8.8,58.8,41.7,36.9,42.0,22.6,73.76572327,20.691823899999996,0.0,2.625786164,45.9150638,2.657444485,38888.25,200.0906666666667,"Little River County, Arkansas","(37413.8, 40362.7]",Little River County,Arkansas
125.0,66.0,221.2,424.7,36391.0,21714.0,21.1,0.0,42.8,42.4,43.8,2.48,50.7,13.8,41.7,35.02437149208863,3.3,43.7,9.9,49.4,8.1,57.1,40.0,34.6,44.7,24.6,93.16394709,1.849915913,1.986273351,0.481796282,50.79567894,8.799648892,35815.95,200.0906666666667,"Logan County, Arkansas","(34218.1, 37413.8]",Logan County,Arkansas
331.0,135.0,204.9,492.3,54459.0,71645.0,12.3,125.6193733,35.5,34.2,36.5,2.7,58.3,12.4,37.9,49.27268803371509,5.6,34.0,13.7,59.5,5.9,68.8,52.7,41.4,32.9,18.0,89.32537381,6.085640322000001,0.646475506,1.459874666,58.12651974,7.028310079,52796.0,200.0906666666667,"Lonoke County, Arkansas","(51046.4, 54545.6]",Lonoke County,Arkansas
77.0,39.0,195.3,393.4,39158.0,15767.0,18.0,0.0,41.8,40.9,42.6,2.46,62.2,13.9,45.7,33.82596661689604,1.8,46.0,7.1,53.9,7.3,56.4,43.8,38.1,38.7,22.9,94.86689594,0.46490892899999997,0.6177557,0.713284932,60.85515936,3.234421365,38888.25,200.0906666666667,"Madison County, Arkansas","(37413.8, 40362.7]",Madison County,Arkansas
126.0,61.0,213.7,442.0,33181.0,16185.0,20.3,0.0,51.3,50.7,52.1,2.43,58.2,15.3,39.7,44.2,0.8,43.4,9.1,40.6,10.9,56.0,32.77114361812707,27.4,52.2,24.0,96.57917122,0.255195042,0.7169765459999999,0.236966825,57.43918818,5.8864507139999995,28429.05,200.0906666666667,"Marion County, Arkansas","[22640, 34218.1]",Marion County,Arkansas
206.0,104.0,212.3,423.4,40877.0,43908.0,20.8,0.0,37.8,36.3,40.2,2.5,45.7,18.1,38.2,42.1,1.6,39.3,10.0,53.9,9.6,55.4,41.2,35.0,39.9,23.9,71.41253551,24.91752955,0.114542289,0.7743058740000001,43.88561321,7.403380449,41543.55,200.0906666666667,"Miller County, Arkansas","(40362.7, 42724.4]",Miller County,Arkansas
194.0,112.0,236.4,403.3,33577.0,43738.0,27.1,0.0,35.6,34.0,37.1,2.57,45.8,19.8,40.8,37.02093689113151,3.1,36.6,8.2,50.3,12.0,49.5,37.0,31.9,45.2,30.0,61.72878031,34.64470399,0.296451498,1.633826676,43.72557027,7.372578522,28429.05,200.0906666666667,"Mississippi County, Arkansas","[22640, 34218.1]",Mississippi County,Arkansas
61.0,28.0,229.9,515.3,30682.0,7399.0,28.1,0.0,45.2,43.7,46.9,2.27,42.7,26.4,37.1,34.4,2.1,41.2,7.7,44.9,12.8,42.4,26.7,22.4,56.0,33.5,55.91857902,40.68455854,0.5445352,1.166861144,37.93103448,9.781931464,28429.05,200.0906666666667,"Monroe County, Arkansas","[22640, 34218.1]",Monroe County,Arkansas
58.0,24.0,146.2,400.3,34597.0,8970.0,20.1,0.0,48.5,47.7,49.1,2.33,59.8,15.2,45.2,34.031066538545616,0.4,37.6,7.9,47.8,4.3,48.6,33.8,24.2,47.0,28.1,94.42209416,0.7393715340000001,0.663259759,0.456670653,55.80678314,4.152249135,35815.95,200.0906666666667,"Montgomery County, Arkansas","(34218.1, 37413.8]",Montgomery County,Arkansas
48.0,25.0,210.7,407.9,30935.0,8558.0,25.1,0.0,41.8,39.1,44.5,2.48,52.5,18.7,56.4,36.111155539295524,0.0,42.8,10.0,43.37697490875505,9.5,48.4,33.0,26.0,47.1,29.8,67.18981008,30.76310702,1.285113158,0.0,48.21428571,5.091311566,28429.05,200.0906666666667,"Nevada County, Arkansas","[22640, 34218.1]",Nevada County,Arkansas
250.0,102.0,173.3,430.4,46931.0,51211.0,16.8,0.0,38.8,37.6,39.7,2.62,51.0,19.9,29.3,54.722419205274235,8.2,29.5,15.2,52.1,7.1,68.1,46.2,33.4,36.3,18.0,76.77658989,17.35123025,1.232214449,0.7821712129999999,49.88517745,4.884815874,46611.3,192.72857142857143,"Coffee County, Alabama","(45201, 48021.6]",Coffee County,Alabama
48.0,24.0,203.6,397.4,35895.0,7913.0,20.1,0.0,47.7,46.7,49.1,0.0242,56.7,2.1,42.2,16.41155450131829,0.0,42.4,9.7,48.7,4.4,51.8,36.6,30.2,48.8,27.8,95.36761053,0.0,0.459513164,0.0,56.58610272,3.53569046,35815.95,200.0906666666667,"Newton County, Arkansas","(34218.1, 37413.8]",Newton County,Arkansas
148.0,69.0,198.5,426.8,34971.0,24358.0,23.0,0.0,42.7,41.6,43.6,2.34,48.2,14.6,43.6,32.12473520400697,3.3,43.2,10.2,52.1,8.3,57.3,40.0,33.9,46.1,25.9,57.15141351,40.18527392,0.155725922,0.18766970100000002,43.849507200000005,6.041591968,35815.95,200.0906666666667,"Ouachita County, Arkansas","(34218.1, 37413.8]",Ouachita County,Arkansas
65.0,29.0,209.9,484.6,40556.0,10189.0,17.3,0.0,43.1,41.8,44.6,2.62,54.3,14.1,30.7,33.46613329673788,2.3,42.1,6.9,50.7,6.8,60.2,44.8,38.5,43.3,25.5,93.67961165,2.0776699030000003,0.08737864099999999,1.650485437,57.42136729999999,2.85046729,41543.55,200.0906666666667,"Perry County, Arkansas","(40362.7, 42724.4]",Perry County,Arkansas
110.0,62.0,248.7,438.5,28171.0,19513.0,35.3,0.0,37.8,35.1,39.6,2.48,35.7,27.8,23.4,49.22597649785161,6.6,31.7,7.2,45.0,18.1,39.3,27.3,22.2,53.1,36.0,36.74169977,61.5222402,0.117698985,0.068657741,32.75968039,6.831119545,28429.05,200.0906666666667,"Phillips County, Arkansas","[22640, 34218.1]",Phillips County,Arkansas
58.0,27.0,184.3,401.8,36893.0,10824.0,20.0,0.0,41.4,41.2,41.7,2.5,56.9,18.5,40.4,36.6,4.5,35.6,8.4,51.0,6.6,48.7,34.866252092842146,28.4,46.5,30.0,89.2847479,3.13881122,0.49607648600000004,5.068999729,52.49138921,8.52225021,35815.95,200.0906666666667,"Pike County, Arkansas","(34218.1, 37413.8]",Pike County,Arkansas
145.0,76.0,247.1,480.5,35851.0,24040.0,21.9,0.0,40.2,38.7,41.9,2.57,47.9,21.9,35.2,31.898463817364007,3.1,42.6,6.1,47.6,10.0,43.7,30.7,25.6,51.3,35.0,89.34737712,8.269310202,0.028913672,0.718711276,46.89855697,7.948482061,35815.95,200.0906666666667,"Poinsett County, Arkansas","(34218.1, 37413.8]",Poinsett County,Arkansas
116.0,57.0,187.2,396.4,33127.0,20216.0,22.0,0.0,43.1,42.4,44.8,2.56,51.3,19.2,39.5,40.6,0.8,39.0,7.8,46.3,9.0,47.1,29.0,22.5,52.7,30.9,92.74700452,0.20624631699999998,0.427224514,2.175407582,49.52597649,6.71641791,28429.05,200.0906666666667,"Polk County, Arkansas","[22640, 34218.1]",Polk County,Arkansas
313.0,138.0,207.1,475.7,39909.0,63390.0,18.3,0.0,35.2,34.2,36.5,2.62,51.5,10.4,25.2,58.7,5.7,33.2,13.4,54.8,7.6,61.3,39.10889936966303,40.0,36.2,21.6,91.03931243,3.165685182,0.71940156,1.666401401,53.09781409,5.167133642,38888.25,200.0906666666667,"Pope County, Arkansas","(37413.8, 40362.7]",Pope County,Arkansas
55.0,25.0,196.7,449.5,39896.0,8291.0,18.7,0.0,45.4,44.9,46.7,2.16,56.5,26.5,30.9,36.4,6.2,41.8,7.2,50.9,6.2,51.7,39.1,30.7,47.1,28.7,86.12235182,12.318495599999999,0.11901928099999999,0.3808617,50.31364349,7.01754386,38888.25,200.0906666666667,"Prairie County, Arkansas","(37413.8, 40362.7]",Prairie County,Arkansas
1908.0,739.0,182.7,472.3,45698.0,392664.0,16.1,644.3167696,36.4,34.8,37.9,2.49,43.5,13.0,31.0,43.15225077157852,11.5,27.0,20.7,53.8088616878031,7.5,64.2,50.8,43.6,33.7,19.7,58.626553599999994,35.70146211,2.088546162,1.112781493,40.67557054,5.116648446,46611.3,200.0906666666667,"Pulaski County, Arkansas","(45201, 48021.6]",Pulaski County,Arkansas
317.0,140.0,190.5,443.3,43057.0,54354.0,16.7,202.37701,42.2,40.7,43.7,2.43,51.1,20.8,31.3,39.65988896005919,3.5,34.5,11.3,48.2,9.0,67.2,47.54417223345652,43.9,37.5,18.3,79.55146573,15.57196385,0.32694144399999997,1.261847035,48.16699694,3.6738640030000003,43962.7,192.72857142857143,"Colbert County, Alabama","(42724.4, 45201]",Colbert County,Alabama
103.0,54.0,212.5,425.6,37761.0,17469.0,18.3,0.0,42.9,40.3,44.5,2.36,56.4,13.3,42.8,43.0,0.9,39.3,8.7,47.7,5.4,51.3,36.5,30.9,47.1,27.8,96.54704719,0.695111613,0.02825657,0.531223509,51.20654397,7.27081138,38888.25,200.0906666666667,"Randolph County, Arkansas","(37413.8, 40362.7]",Randolph County,Arkansas
113.0,59.0,202.9,375.9,30489.0,26589.0,33.4,0.0,37.5,36.6,39.6,2.51,37.4,20.7,31.3,45.3,2.7,39.7,7.1,42.4,11.7,45.2,34.1,27.7,48.4,32.4,43.44121412,51.87420004,0.288901079,2.0625342840000003,37.06256628,6.906077347999999,28429.05,200.0906666666667,"St. Francis County, Arkansas","[22640, 34218.1]",St. Francis County,Arkansas
590.0,218.0,169.0,461.3,55915.0,117460.0,8.7,187.2978035,38.7,38.2,39.3,2.66,55.6,16.4,31.2,45.5,6.9,33.9,15.4,59.6,5.3,70.0,53.4,47.1,33.8,17.1,90.41314909,5.832227913,0.954907628,0.523574008,55.44575522,5.129672006,58020.05,200.0906666666667,"Saline County, Arkansas","(54545.6, 61494.5]",Saline County,Arkansas
60.0,30.0,207.4,410.0,33202.0,10513.0,23.7,0.0,41.3,40.1,42.9,2.66,56.8,10.5,43.1,44.320204566308966,1.2,39.6,6.9,49.9,10.9,56.8,39.7,33.7,44.6,24.7,89.48482061,0.165593376,2.861085557,2.5574977000000003,56.99136868,3.4217279730000003,28429.05,200.0906666666667,"Scott County, Arkansas","[22640, 34218.1]",Scott County,Arkansas
57.0,29.0,219.4,445.8,31765.0,7869.0,23.3,0.0,47.0,46.0,47.6,2.48,57.5,25.1,38.7,35.708648180088645,2.9,40.2,8.8,43.9,5.9,46.7,29.4,22.7,54.0,29.5,95.5304457,0.276208412,1.092278719,0.313873195,56.87263556,4.102564103,28429.05,200.0906666666667,"Searcy County, Arkansas","[22640, 34218.1]",Searcy County,Arkansas
583.0,258.0,187.5,429.4,39907.0,127780.0,22.1,62.60760682,36.9,35.8,38.3,2.53,50.3,15.8,36.4,49.862404674205074,5.3,31.9,13.1,55.1,6.1,58.1,44.5,39.8,37.9,22.7,81.40768270000001,6.285700816,4.388990595,2.247923754,47.87510841,6.387886081,38888.25,200.0906666666667,"Sebastian County, Arkansas","(37413.8, 40362.7]",Sebastian County,Arkansas
68.0,31.0,179.5,388.4,37014.0,17290.0,20.4,0.0,34.9,33.8,35.7,2.81,53.3,29.3,29.9,37.9,2.9,34.9,4.6,56.5,9.3,51.1,38.6,35.1,39.7,25.8,66.33657633,4.870280287,0.5327773920000001,24.35719249,51.95061728,5.6717922860000005,35815.95,200.0906666666667,"Sevier County, Arkansas","(34218.1, 37413.8]",Sevier County,Arkansas
134.0,56.0,190.4,493.4,32101.0,16912.0,21.6,0.0,47.2,46.5,47.9,2.37,53.9,25.6,24.6,33.29836141083056,1.3,45.9,5.9,41.3,8.8,47.4,29.1,24.9,54.0,31.5,95.69041337,0.404573439,0.603928467,0.13485781300000002,49.83117614,6.62707096,28429.05,200.0906666666667,"Sharp County, Arkansas","[22640, 34218.1]",Sharp County,Arkansas
